,Year,Name,Episodes,Type
7946,2012.0,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,1,OVA
7947,2013.0,Soul Reviver,1,Special
7948,2007.0,Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,1,Special
7949,1998.0,Bokutachi no Peace River,1,OVA
7950,1991.0,Money Wars: Nerawareta Waterfront Keikaku,1,OVA
7951,2013.0,Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,1,OVA
7952,1991.0,Hotaru Kagayaku,1,OVA
7953,2013.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,1,OVA
7956,2013.0,BlazBlue: Alter Memory,12,TV
7957,2013.0,Gifuu Doudou!!: Kanetsugu to Keiji,25,TV
7958,2005.0,Kuwagata Tsumami,84,ONA
7959,2013.0,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,6,Special
7960,1987.0,Dagram vs. Round-Facer,1,Special
7961,2013.0,Take Your Way,1,Music
7962,2002.0,Oh! Super Milk-chan Special,1,Special
7964,1995.0,Alice Tantei Kyoku,56,TV
7965,2003.0,Ano Yama ni Noborou yo,1,OVA
7966,2004.0,Hello Kitty no Kieta Santa-san no Okurimono,1,OVA
7967,1995.0,Hello Kitty no Shiawase no Tulip,1,Special
7969,1993.0,Hello Kitty no Shiawase no Aoi Hotaru,1,OVA
7970,2012.0,Rinkaku,1,Music
7971,2013.0,Hakuouki Reimeiroku Tokuten Disc,2,OVA
7972,2012.0,PES: Peace Eco Smile - Drive your Heart,1,ONA
7973,2012.0,Ninja Hattori-kun (2012),52,TV
7974,2013.0,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,1,Special
7975,2014.0,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,1,OVA
7976,2013.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,3,ONA
7977,2010.0,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Omake Flash,1,Special
7978,2013.0,Aoki Hagane no Arpeggio: Ars Nova,12,TV
7979,2014.0,Nisekoi,20,TV
7981,2013.0,The Midnight★Animal,12,ONA
7982,2008.0,Hakken Taiken Daisuki! Shimajirou,101,TV
7983,2010.0,Shimajirou Hesoka,101,TV
0,1998.0,Cowboy Bebop,26,TV
7986,2013.0,Hitotsubu ni Kawaranu Ai wo Komete,1,ONA
7987,2013.0,Waisetsu Missile The Animation,1,OVA
7988,1988.0,Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,1,OVA
7989,2013.0,Yuuto-kun ga Iku,26,TV
7990,2013.0,Koukaku Kidoutai Arise: Another Mission,1,Special
7991,1998.0,DS Anime Soushuuhen '98,1,OVA
7993,2014.0,"Wake Up, Girls!",12,TV
7994,2013.0,Yuyushiki: Nyanyashiki,6,Special
7996,2013.0,Imouto Paradise! 2,2,OVA
7998,1991.0,UFO Nitsukamatta Kodomo-tachi,1,OVA
7999,1991.0,Judo-bu Monogatari,2,OVA
8000,2014.0,Future Card Buddyfight,64,TV
8001,1993.0,Okane wa Mawaru: Kurashi to Kinyuu,1,OVA
8002,1999.0,"Hyakumannen Attara, Dousuru?",1,OVA
8003,1992.0,Hoshigari Hime no Bouken,1,OVA
8004,2012.0,Weekender Girl,1,Music
8005,1972.0,Kaiketsu Tamagon,195,TV
8006,2013.0,Pokemon: Mewtwo - Kakusei e no Prologue,1,Special
8007,2013.0,Shin Hitou Meguri,2,OVA
8008,2013.0,Mesu Saga: Persona,1,OVA
8009,2013.0,Fate/kaleid liner Prisma☆Illya Specials,5,Special
8010,2014.0,Love Live! School Idol Project 2nd Season,13,TV
8012,2014.0,Toaru Hikuushi e no Koiuta,13,TV
8013,1988.0,Doctor Chichibuyama,2,TV
8014,2013.0,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,1,Special
8015,1958.0,Mogura no Adventure,1,Special
8016,2013.0,Turning Girls,7,ONA
8018,2011.0,EDEN,1,Music
8019,2013.0,Walkure Romanze,12,TV
8020,2014.0,Youkai Watch,214,TV
8021,2013.0,Genshiken Nidaime OVA,1,OVA
8022,2014.0,Date A Live II,10,TV
8025,2013.0,Go! Go! Kadendanshi,78,ONA
8026,2013.0,Sanjougattai Transformers Go!,10,OVA
8027,1981.0,Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,1,Special
8028,2013.0,HORIZON feat. Hatsune Miku,1,Music
8029,2012.0,Fake Doll,1,Music
8033,2013.0,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,10,TV
8035,2013.0,Suisei no Gargantia Specials,2,Special
8037,2011.0,And And,1,Music
8039,2013.0,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",10,TV
8040,2009.0,Jam,1,Music
8042,2012.0,"Dance, Dance, Dance",1,Music
8043,2011.0,Nimrod,1,Music
8044,2010.0,Old City Ward,1,Music
8045,2013.0,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,1,Special
8046,2013.0,Hyakka Ryouran: Samurai Bride Specials,6,Special
8047,2013.0,Meganebu!,12,TV
8048,2013.0,Gintama x Mameshiba,6,Special
8050,1986.0,Pony Metal U-GAIM Promotion Film,1,Special
8051,2013.0,Oyako Rankan The Animation,1,OVA
8052,2013.0,Shingeki no Kyojin: Ano Hi Kara,1,Special
8053,2013.0,Reunion (Music),1,Music
8054,2013.0,Pokemon XY,93,TV
8055,2013.0,Ketsuekigata-kun! Featuring Yuri & Nasuno,1,Special
8056,2013.0,Nyuru Nyuru!! Kakusen-kun,25,TV
8057,2004.0,Turuturutu Narongi,52,TV
8058,2014.0,Pupa,12,TV
8059,2013.0,Gundam Build Fighters,25,TV
8060,2006.0,Kwaegeol Longman Narongi,52,TV
8061,2013.0,Momoya x Peeping Life: Go en Desu yo!,4,ONA
8062,2013.0,Nijiiro☆Prism Girl,4,OVA
8063,2014.0,Gin no Saji 2nd Season,11,TV
8064,2013.0,Samurai Flamenco,22,TV
8065,2013.0,Galilei Donna,11,TV
8066,2013.0,Outbreak Company,12,TV
8067,2013.0,Yami Shibai,13,TV
8068,2013.0,Shingeki no Kyojin Picture Drama,9,Special
8069,2013.0,Zettai Bouei Leviathan: Mini Takibi Gekijou,13,Special
8071,2014.0,Akuma no Riddle,12,TV
8072,2013.0,Gokujo.: Souda Onsen ni Ikou!!,1,Special
8074,1988.0,Dokidoki Gakuen Kessen!! Youki Daimashiro,1,OVA
8075,2013.0,Tetsujin 28-gou Gao!,151,TV
8076,2013.0,Arata Kangatari Picture Drama,6,Special
8077,2009.0,Green Saver,26,TV
8078,1996.0,Hamuko Mairu!,1,OVA
8079,2007.0,Revbahaf Wang-gug Jaegeon-soelgi,26,TV
8080,2013.0,Saiki Kusuo no Ψ-nan (ONA),1,ONA
8081,2005.0,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,1,Special
8082,2010.0,Juujika You and I,1,Music
8084,2013.0,Hakusai Anime,3,ONA
8085,2003.0,Kagerouka-kun,1,OVA
8086,2008.0,Giga Tribe,39,TV
8087,1966.0,Kaizoku Ouji,31,TV
8088,2013.0,Naruto: Shippuuden - Sunny Side Battle,1,Special
8089,1989.0,Toki-iro Kaima,4,OVA
8090,1990.0,Kentoushi,3,OVA
8092,2013.0,Dream Creator feat. GUMI,1,Music
8093,2013.0,GAME OVER feat. Hatsune Miku,1,Music
8094,2013.0,Fuurinkanzan,1,OVA
8095,1990.0,Fujiko Fujio A no Mumako,1,Special
8097,2004.0,Beompeoking Jaepeo,26,TV
8099,2006.0,"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",1,Special
8100,1998.0,Otoko wa Tsurai yo: Torajirou Wasurenagusa,1,Special
8101,2013.0,Junjou Shoujo Et Cetera,2,OVA
8102,2013.0,Short Peace Opening,1,Special
8103,2013.0,Kobayashi ga Kawai sugite Tsurai!!,2,OVA
8104,2013.0,Houseki no Kuni,1,ONA
8105,1991.0,Ishii Hisaichi no Dai Seikai,1,OVA
8106,1992.0,Kobo-chan,63,TV
8108,1987.0,Milk House Dreaming: Ai no Shiki,1,OVA
8110,2013.0,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,1,Special
8111,1994.0,Junkers Come Here: Memories of You,1,OVA
8112,2013.0,Zecchou Rocket,2,OVA
8113,2013.0,Tayu Tayu,4,OVA
8114,2013.0,Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku,1,OVA
8115,2013.0,Hontou ni Atta,2,OVA
8117,2013.0,Hajime no Ippo: Rising,25,TV
8118,2013.0,Neppuu Kairiku Bushi Road,1,Special
8119,2013.0,Kuroko no Basket: Baka ja Katenai no yo!,1,OVA
8120,2013.0,Free!: FrFr - Short Movie,7,Special
8121,1965.0,Hustle Punch,26,TV
8123,2014.0,Kanojo ga Flag wo Oraretara,13,TV
8125,2000.0,Clover 4/3,24,ONA
8126,2013.0,Toaru Kagaku no Railgun S: Motto Marutto Railgun,2,Special
8127,2013.0,Kyousou Giga (TV),10,TV
8128,1993.0,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan,1,OVA
8129,1992.0,Zoku Naniwa Yuukyouden,1,OVA
8130,2011.0,Nexus,1,Music
8131,1992.0,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,1,OVA
8133,1993.0,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,1,OVA
8134,1990.0,Dakaretai Onna,2,OVA
8135,1993.0,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,1,OVA
8137,1993.0,Naniwa Yuukyouden: Kanketsu-hen,1,OVA
8138,2013.0,Oshiri Kajiri Mushi (TV) 2nd Season,32,TV
8139,2013.0,Ansatsu Kyoushitsu: Jump Festa 2013 Special,1,Special
8140,2014.0,Mahou Sensou,12,TV
8141,1985.0,Akuma Tou no Prince: Mitsume ga Tooru,1,Special
8142,2014.0,Sidonia no Kishi,12,TV
8144,1992.0,Nanbo no Monjai! Yankee Gurentai,1,OVA
8145,1993.0,Nanbo no Monjai! 2: Yankee Gurentai,1,OVA
8146,2014.0,Robot Girls Z,3,Special
8147,2013.0,Waanabi.jk,2,Special
8148,2014.0,No Game No Life,12,TV
8149,1988.0,Namakemono ga Miteta,2,OVA
8150,2013.0,Saikyou Ginga Ultimate Zero: Battle Spirits,49,TV
8151,1991.0,Ore wa Chokkaku,36,TV
8152,2009.0,Wei Qi Shao Nian 2,26,TV
8153,2013.0,Super Seisyun Brothers,14,TV
8154,2013.0,Tamagotchi! Miracle Friends,29,TV
8155,2013.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,13,Special
8156,2012.0,Peeping Life 5.0ch,10,OVA
8157,2014.0,Nobunagun,13,TV
8158,2013.0,Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi The Animation,1,OVA
8159,2013.0,Yokujou Bazooka The Animation,1,OVA
8160,2013.0,Gaist Crusher,51,TV
8161,1991.0,Marude Dameo,47,TV
8162,1966.0,Robotan,104,TV
8163,2013.0,Battle Spirits: Sword Eyes Gekitouden,21,TV
8166,2013.0,Genshiken Nidaime Specials,4,Special
8168,1990.0,Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,11,OVA
8169,1967.0,Donkikko,21,TV
8173,1980.0,Nijuushi no Hitomi,1,Special
8174,2013.0,Tesagure! Bukatsumono,12,TV
8175,1989.0,Ogami Matsugorou,1,OVA
8176,1993.0,Anata ga Furikaeru Toki,1,OVA
8177,2013.0,KY-kei JC Kuuki-chan,6,ONA
8180,2009.0,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,5,Special
8181,1978.0,Ikkyuu-san (1978),26,TV
8183,2014.0,Zetsumetsu Kigu Shoujo: Amazing Twins,2,OVA
8185,1977.0,Barbapapa (1977),48,TV
8186,1990.0,Heisei Tensai Bakabon,46,TV
8187,1988.0,Ikinari Dagon,12,TV
8188,1978.0,Machi Ichiban no Kechinbou,1,Special
8189,1969.0,Ashita no Joe Pilots,2,Special
8190,1998.0,The Impression of First Gundam,1,Special
8191,1963.0,Shisukon Ouji,14,TV
8193,1965.0,Uchuujin Pipi,52,TV
8194,1965.0,Kaitou Pride,105,TV
8195,1965.0,Tatakae! Osper,52,TV
8196,1966.0,Tobidase! Bacchiri,132,TV
8197,1967.0,Kaminari Boy Pikkari★bee,54,TV
8198,1967.0,King Kong: 001/7 Tom Thumb,26,TV
8199,1968.0,Fight Da!! Pyuta,26,TV
8200,1969.0,Sobakasu Pucchi,162,TV
8201,1969.0,Mouretsu Atarou,90,TV
8202,1969.0,Roppou Yabure-kun,110,TV
8203,1969.0,Pinch to Punch,156,TV
8205,1970.0,Doubutsu Mura Monogatari,100,TV
8206,2013.0,Sword Art Online: Extra Edition,1,Special
8207,1970.0,Otanoshimi Anime Gekijou,26,TV
8208,1970.0,Itazura Tenshi Chippo-chan,240,TV
8209,1979.0,Nihon Meisaku Douwa Series: Akai Tori no Kokoro,26,TV
8210,2014.0,D-Frag!,12,TV
8211,2013.0,Miss Monochrome The Animation,13,TV
8212,2013.0,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,1,Special
8213,2013.0,Kill Me Baby: Butsuzou Kegatte Nise Halloween,1,OVA
8214,2013.0,IS: Infinite Stratos 2 - Hitonatsu no Omoide,1,OVA
8215,2014.0,Sakura Trick,12,TV
8216,2014.0,Wizard Barristers: Benmashi Cecil,12,TV
8217,2014.0,Space☆Dandy,13,TV
8218,1989.0,Obocchama-kun,164,TV
8219,1984.0,Dotanba no Manners,283,TV
8220,1970.0,Ijiwaru Baasan,39,TV
8221,1996.0,Ijiwaru Baasan (1996),46,TV
8222,1986.0,Doteraman,20,TV
8223,1998.0,Only You: Viva! Cabaret Club,15,TV
8224,2007.0,Treasure Gaust,5,TV
8226,1990.0,Furiten-kun (1990),2,OVA
8227,1981.0,Bokura Mangaka: Tokiwasou Monogatari,1,Special
8228,1999.0,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,1,OVA
8230,1977.0,Gekisou! Rubenkaiser,17,TV
8231,1987.0,Kotowaza House,773,TV
8232,2003.0,Kappamaki,130,TV
8233,1977.0,Tobidase! Machine Hiryuu,21,TV
8234,1989.0,Kariage-kun,59,TV
8235,2013.0,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,1,Special
8237,1982.0,Wagahai wa Neko de Aru,1,Special
8238,1976.0,Robokko Beeton,50,TV
8240,2013.0,Ro-Kyu-Bu! SS Recap,1,Special
8241,2013.0,Pokemon: The Origin,4,Special
8242,2007.0,Mori no Senshi Bonolon,26,TV
8244,1992.0,Gin no Otoko,1,OVA
8245,1977.0,Manga Ijin Monogatari,46,TV
8247,2013.0,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,1,Special
8249,1980.0,Ganbare Gonbe,77,TV
8250,1989.0,Easy Cooking Animation: Seishun no Shokutaku,25,TV
8251,2012.0,Yama ni Kagayaku: Guide-ken Heiji Gou,1,Special
8252,2005.0,Boku no Boukuugou,1,Special
8253,2013.0,Minami-ke Natsuyasumi,1,OVA
8254,1975.0,Shounen Tokugawa Ieyasu,20,TV
8255,2002.0,Umigame to Shounen,1,Special
8256,1999.0,Yocchan no Biidama,1,Special
8258,1978.0,Manga Kodomo Bunko,51,TV
8259,1974.0,Tonari no Tamageta-kun,60,TV
8260,2003.0,Tako ni Natta Okaasan,1,Special
8261,1972.0,Anime Document: München e no Michi,16,TV
8262,1976.0,Hana no Kakarichou,25,TV
8264,1990.0,Gatapishi,199,TV
8265,2013.0,W-Tails Cat: A Strange Presence,7,ONA
8266,2014.0,Wooser no Sono Higurashi: Kakusei-hen,12,TV
8267,2013.0,Koroshiya-san: The Hired Gun,10,TV
8268,1995.0,Gakkou no Yuurei,6,OVA
8269,2013.0,Zeonic Toyota Special Movie,2,ONA
8270,2013.0,Yamada-kun to 7-nin no Majo,1,ONA
8271,2013.0,Another: Misaki Mei - Shizukani,1,Music
8273,2013.0,Dorei Usagi to Anthony The Animation,1,OVA
8274,2013.0,Junk Land The Animation,1,OVA
8277,1991.0,Eguchi Hisashi no Kotobuki Gorou Show,4,OVA
8278,2007.0,Hidamari Sketch: Chou Hidamatsuri Special,1,Special
8279,2014.0,Kamisama no Inai Nichiyoubi: Kioku,1,Special
8280,2014.0,Hoozuki no Reitetsu,13,TV
8282,2014.0,"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",1,OVA
8283,2013.0,Mikosuri Han-Gekijou,1,OVA
8284,2014.0,"Inari, Konkon, Koi Iroha.",10,TV
8285,1987.0,Little Nemo Pilot (1987),1,Special
8288,2013.0,Teekyuu 3,12,TV
8289,2014.0,Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,1,OVA
8290,1990.0,Maji,3,OVA
8291,2001.0,Kimi to Boku,1,ONA
8292,2014.0,Noragami,12,TV
8293,2014.0,Fate/kaleid liner Prisma☆Illya 2wei!,10,TV
8294,2014.0,Little Busters!: EX,8,Special
8295,2012.0,Harinezumi,1,Music
8296,2014.0,Z/X: Ignition,12,TV
8297,2013.0,Nameko-ke no Ichizoku,13,OVA
8298,2014.0,Mikakunin de Shinkoukei,12,TV
8300,2014.0,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,1,OVA
8301,2012.0,Top wo Nerae 2! Kagaku Kouza,3,Special
8302,2014.0,SoniAni: Super Sonico The Animation,12,TV
8303,2010.0,11eyes Picture Drama,13,Special
8304,2013.0,Nekketsu Tantei Jimusho,5,ONA
8305,2014.0,Haikyuu!!,25,TV
8306,1979.0,Ashinaga Ojisan,1,Special
8307,2014.0,Bikyaku Seido Kaichou Ai,1,OVA
8308,1994.0,Kyoufu no Kyou-chan,7,TV
8309,2013.0,Viva Namida,1,Music
8310,2014.0,Kimi no Iru Machi OVA,2,OVA
8311,2014.0,Natsume Yuujinchou: Itsuka Yuki no Hi ni,1,OVA
8312,2013.0,Amnesia OVA,1,OVA
8313,2001.0,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,1,Special
8316,2014.0,Hamatora The Animation,12,TV
8317,2004.0,Goannai Shimasu Another World e,1,OVA
8318,2013.0,Baka Misérables,3,ONA
8319,2013.0,"""0""",1,Music
8320,2014.0,Sabage-bu!,12,TV
8323,2013.0,Kyousou Giga (TV) Recaps,2,Special
8324,2010.0,"Lies, Lies.",1,Music
8325,2013.0,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,1,Special
8326,2013.0,Love Live! School Idol Project OVA,1,OVA
8327,2013.0,Ganbare! Lulu Lolo,26,TV
8328,2013.0,Taimanin Yukikaze,3,OVA
8329,2014.0,Noragami OVA,2,OVA
8330,2014.0,Mahouka Koukou no Rettousei,26,TV
8331,2014.0,Black Bullet,13,TV
8332,2005.0,Sennen no Yakusoku,1,OVA
8334,2013.0,Koakuma Kanojo The Animation,2,OVA
8335,2013.0,Maid of the Dead,1,ONA
8337,2010.0,Joshikousei Nobunaga-chan!!,10,ONA
8338,2014.0,Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,2,Special
8339,2014.0,Seitokai Yakuindomo*,13,TV
8340,2013.0,Oni Chichi 2: Revenge,2,OVA
8341,2014.0,Hitsugi no Chaika,12,TV
8342,2012.0,Bacterial Contamination,1,Music
8343,2009.0,Nebula feat. Hatsune Miku,1,Music
8344,2012.0,Nulu-chan to Boku,1,ONA
8345,2011.0,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,1,Special
8346,2013.0,Hana no Zundamaru,8,ONA
8347,2013.0,Music S.T.A.R.T!!,1,Music
8349,2014.0,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,24,TV
8352,2014.0,Kyoukai no Kanata: Mini Gekijou,7,Special
8353,2013.0,6♥Princess,1,Music
8354,2013.0,Diabolik Lovers Recap,1,Special
8355,2011.0,Galo Sengen,1,Music
8356,2014.0,Oneechan ga Kita,12,TV
8357,2014.0,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",1,OVA
8358,2006.0,Iron Kid,26,TV
8359,2013.0,DPR Special Movie,1,Special
8360,2013.0,Peeping Life: YouTuber-kun,4,ONA
8361,2013.0,Kansen: Ball Buster The Animation,1,OVA
8364,2013.0,Wonder Garden,1,ONA
8366,2014.0,Kiniro no Corda: Blue♪Sky,12,TV
8367,2014.0,Sekai Seifuku: Bouryaku no Zvezda,12,TV
8368,2000.0,Seisenshi Dunbine Memorial,3,Special
8369,2014.0,Tonari no Seki-kun OVA,1,OVA
8370,2013.0,Yoza-Quar!,6,Special
8371,2013.0,Himekishi Olivia,2,OVA
8372,2013.0,Mini Van Special,1,Special
8373,2013.0,Dekakute Ecchi na Ore no Ane,1,OVA
8374,2013.0,Sekai de Ichiban Tsuyoku Naritai! Specials,6,Special
8375,2014.0,Marvel Disk Wars: The Avengers,51,TV
8376,2009.0,Noonbory,26,TV
8381,2014.0,Seikoku no Dragonar,12,TV
8383,2015.0,Gatchaman Crowds Insight,12,TV
8384,2012.0,Follow Me,1,Music
8385,2013.0,Ikemen Kyuugo-tai Nurse Angels,10,TV
8386,2006.0,Mission School,1,Music
8387,2014.0,Oppai Infinity∞! The Animation,1,OVA
8388,2013.0,Yakusoku (ONA),1,ONA
8389,2014.0,Strange+,12,TV
8390,2013.0,Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,1,OVA
8391,2014.0,Puchimas!!: Petit Petit iDOLM@STER,74,ONA
8392,2014.0,Hetalia: The Beautiful World Extra Disc,1,OVA
8393,2013.0,Kakumeiki Valvrave Recaps,3,ONA
8395,2014.0,Witch Craft Works,12,TV
8396,2012.0,Lost Forest,1,Music
8397,2013.0,Oni Chichi: Rebuild,3,OVA
8400,2014.0,Utopia,1,Music
8401,2014.0,Love Stage!!,10,TV
8402,2013.0,Buddy Spirits,1,ONA
8403,2004.0,Sister Princess: Re Pure Character's,12,Special
8404,2003.0,Heart Cocktail Again,1,OVA
8406,1974.0,Wansa-kun OVA,1,OVA
8408,2014.0,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,12,TV
8409,2014.0,Nobunaga the Fool,24,TV
8410,1991.0,Dragon Fist,1,OVA
8411,2014.0,Baby Steps,25,TV
8413,2008.0,Soul Eater: Late Night Show,51,Special
8414,2013.0,Teekyuu 2 Specials,2,Special
8415,2008.0,Zettai Shougeki: Platonic Heart Picture Drama,4,Special
8416,2013.0,Imanara Maniau! Log Horizon,1,Special
8417,2013.0,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,5,ONA
8419,2014.0,Go! Go! 575,4,TV
8420,2014.0,Gochuumon wa Usagi Desu ka?,12,TV
8421,2005.0,Yawaraka Sensha,53,ONA
8422,2007.0,Yawaraka Atom,7,ONA
8423,1990.0,Sore Ike! Anpanman: Minami no Umi wo Sukue!,1,Special
8427,2016.0,Trick or Alice,1,OVA
8428,2013.0,Pupipo!,15,TV
8429,2014.0,Isshuukan Friends.,12,TV
8430,2014.0,Mushishi: Hihamukage,1,Special
8431,2013.0,Kazoku no Hanashi,1,ONA
8432,2013.0,Double Circle,6,ONA
8434,2013.0,Kichiku: Haha Shimai Choukyou Nikki,3,OVA
8435,2014.0,Tokyo ESP,12,TV
8436,2014.0,Tokubetsu Jugyou 3 SLG The Animation,2,OVA
8437,2013.0,Freezing Vibration Specials,6,Special
8438,2014.0,Shiiba-san no Ura no Kao. with Imouto Lip,1,OVA
8440,2014.0,Bokura wa Minna Kawai-sou,12,TV
8441,2014.0,Happiness Charge Precure!,49,TV
8442,2013.0,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,1,Music
8443,2013.0,Machine-Doll wa Kizutsukanai Specials,6,Special
8445,2014.0,Mahou Shoujo Taisen,26,TV
8446,2014.0,Minna Atsumare! Falcom Gakuen,13,TV
8447,2014.0,Gokukoku no Brynhildr,13,TV
8448,2013.0,Chou Zenmairobo: Patrasche,13,TV
8449,2014.0,Yama no Susume: Second Season,24,TV
8450,2014.0,Buddy Complex,13,TV
8451,2015.0,Uta no☆Prince-sama♪ Maji Love Revolutions,13,TV
8452,2013.0,Taisei Kensetsu: Sri Lanka Kousokudouro,1,Special
8453,2014.0,Meitantei Rascal,12,TV
8454,2012.0,Nihonbashi Koukashita R Keikaku,1,Music
8457,2013.0,Mirai Koushi Harima SACLA,1,ONA
8460,2013.0,Metal Fight Beyblade Zero G Specials,7,Special
8461,1990.0,Sanchoume no Yuuhi,27,TV
8462,1995.0,Dokkan! Robotendon,26,TV
8463,1981.0,Shin Dokonjou Gaeru,30,TV
8465,1982.0,Ninjaman Ippei,13,TV
8467,2012.0,Denpa Kyoushi,2,Special
8468,2014.0,Sengoku Musou SP: Sanada no Shou,1,Special
8469,2014.0,Soul Eater NOT!,12,TV
8470,2010.0,Trip Trek (2010),8,ONA
8471,2015.0,Kantai Collection: KanColle,12,TV
8472,2014.0,Imako System,2,OVA
8473,1990.0,Soratobu Usagi no Yuukai Boushi: Boku Iya Da yo!,1,OVA
8474,2014.0,Futa-bu!,2,OVA
8475,2013.0,Baku Tech! Bakugan Gachi,39,TV
8476,1986.0,Geba Geba Shou Time!,1,OVA
8477,1967.0,Oraa Guzura Dado,52,TV
8478,2013.0,Hentai Ouji to Warawanai Neko.: Henneko BBS,13,Special
8479,1991.0,Choubakumatsu Shounen Seiki Takamaru,2,OVA
8480,1992.0,Shin Choubakumatsu Shounen Seiki Takamaru,6,OVA
8481,1982.0,Hitotsuboshi-ke no Ultra Baasan,13,TV
8483,1994.0,Asobo Toy-chan,53,TV
8485,2014.0,Ryuugajou Nanana no Maizoukin (TV),11,TV
8486,2014.0,Kamigami no Asobi,12,TV
8489,2015.0,Senki Zesshou Symphogear GX,13,TV
8490,2013.0,Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,4,Special
8491,2013.0,Mou Hitotsu no Mirai wo.,3,ONA
8492,2013.0,Wasure-boshi,1,ONA
8493,2013.0,Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,1,Special
8494,2014.0,Yabai! Fukushuu Yami Site,2,OVA
8495,2014.0,Fight Ippatsu! Juuden-chan!! OVA,1,OVA
8496,2014.0,Mekakucity Actors,12,TV
8497,2013.0,Picotopia,1,ONA
8498,2014.0,GJ-bu@,1,Special
8499,2014.0,Yu☆Gi☆Oh! Arc-V,148,TV
8500,2013.0,Planet:Valkyrie,1,ONA
8502,2014.0,Mitsuwano,1,OVA
8503,2014.0,IS: Infinite Stratos 2 - World Purge-hen,1,OVA
8504,2014.0,Kill la Kill Specials,2,Special
8505,1997.0,Last Orders,1,Special
8506,2014.0,Non Non Biyori: Okinawa e Ikukoto ni Natta,1,OVA
8507,2014.0,Keroro,23,TV
8508,2014.0,Captain Earth,25,TV
8509,2014.0,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",1,OVA
8510,2014.0,Hanayamata,12,TV
8511,2013.0,Pokemon XY SP: Road to Kalos,1,Special
8512,1997.0,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,1,Special
8513,2013.0,Pokemon XY: New Year Special,1,Special
8515,1970.0,Il torero Camomillo,1,Music
8516,2012.0,Usagi no Mofy,13,ONA
8517,1985.0,Makkuramori no Uta,1,Music
8518,1985.0,Koisuru Niwatori,1,Music
8519,2014.0,Cardfight!! Vanguard: Legion Mate-hen,33,TV
